session_id,customer_id,login_time,logout_time,device_type,browser,pages_visited,session_duration
1204,122146d7_kait8624202301,"2023-03-05 00:00:00","2023-03-05 00:21:00",Tablet,Firefox,14,21
1205,122146d7_kait8624202301,"2023-02-14 00:00:00","2023-02-14 01:25:00",Desktop,Firefox,1,85
1206,122146d7_kait8624202301,"2024-04-12 00:00:00","2024-04-12 00:41:00",Tablet,Safari,20,41
1207,1ada8456_mich2517202208,"2023-08-27 00:00:00","2023-08-27 01:00:00",Tablet,Edge,1,60
1208,1ada8456_mich2517202208,"2024-01-15 00:00:00","2024-01-15 01:58:00",Desktop,Chrome,1,118
1209,1ada8456_mich2517202208,"2023-08-28 00:00:00","2023-08-28 00:56:00",Tablet,Edge,1,56
1210,1ada8456_mich2517202208,"2023-08-16 00:00:00","2023-08-16 00:35:00",Desktop,Firefox,1,35
1211,1ada8456_mich2517202208,"2023-04-15 00:00:00","2023-04-15 01:05:00",Mobile,Safari,17,65
1212,1ada8456_mich2517202208,"2023-05-30 00:00:00","2023-05-30 01:41:00",Mobile,Edge,10,101
1213,1ada8456_mich2517202208,"2023-03-18 00:00:00","2023-03-18 01:41:00",Mobile,Chrome,8,101
1214,1ada8456_mich2517202208,"2023-04-29 00:00:00","2023-04-29 00:08:00",Tablet,Chrome,5,8
1215,1ada8456_mich2517202208,"2023-06-23 00:00:00","2023-06-23 00:52:00",Mobile,Firefox,9,52
1216,5beadd5f_jun.6543202308,"2023-10-05 00:00:00","2023-10-05 00:01:00",Desktop,Chrome,17,1
1217,5beadd5f_jun.6543202308,"2023-05-11 00:00:00","2023-05-11 00:20:00",Tablet,Chrome,18,20
1218,5beadd5f_jun.6543202308,"2023-02-08 00:00:00","2023-02-08 00:49:00",Tablet,Safari,19,49
1219,5beadd5f_jun.6543202308,"2023-06-15 00:00:00","2023-06-15 01:38:00",Desktop,Chrome,5,98
1220,5beadd5f_jun.6543202308,"2023-11-11 00:00:00","2023-11-11 01:15:00",Desktop,Safari,4,75
1221,5beadd5f_jun.6543202308,"2024-03-25 00:00:00","2024-03-25 01:11:00",Desktop,Edge,3,71
1222,5beadd5f_jun.6543202308,"2023-08-29 00:00:00","2023-08-29 01:01:00",Tablet,Chrome,19,61
1223,5beadd5f_jun.6543202308,"2023-09-19 00:00:00","2023-09-19 01:21:00",Desktop,Firefox,7,81
1224,5beadd5f_jun.6543202308,"2024-03-24 00:00:00","2024-03-24 01:22:00",Desktop,Chrome,1,82
1225,5beadd5f_jun.6543202308,"2023-09-01 00:00:00","2023-09-01 00:40:00",Tablet,Edge,6,40
1226,44b8a556_emma0813202212,"2023-03-04 00:00:00","2023-03-04 01:01:00",Mobile,Safari,1,61
1227,44b8a556_emma0813202212,"2023-10-05 00:00:00","2023-10-05 00:28:00",Desktop,Firefox,16,28
1228,44b8a556_emma0813202212,"2024-01-30 00:00:00","2024-01-30 01:59:00",Desktop,Safari,10,119
1229,44b8a556_emma0813202212,"2023-10-27 00:00:00","2023-10-27 01:55:00",Desktop,Firefox,17,115
1230,44b8a556_emma0813202212,"2023-10-20 00:00:00","2023-10-20 01:43:00",Mobile,Chrome,8,103
1231,44b8a556_emma0813202212,"2023-07-02 00:00:00","2023-07-02 00:28:00",Desktop,Firefox,10,28
1232,44b8a556_emma0813202212,"2024-02-19 00:00:00","2024-02-19 00:53:00",Desktop,Edge,1,53
1233,44b8a556_emma0813202212,"2023-09-21 00:00:00","2023-09-21 01:58:00",Desktop,Edge,18,118
1234,44b8a556_emma0813202212,"2023-08-23 00:00:00","2023-08-23 00:44:00",Desktop,Firefox,11,44
1235,8fa2cec9_char5166202208,"2024-04-17 00:00:00","2024-04-17 00:18:00",Mobile,Chrome,19,18
1236,8fa2cec9_char5166202208,"2024-01-01 00:00:00","2024-01-01 01:43:00",Tablet,Firefox,14,103
1237,8fa2cec9_char5166202208,"2024-03-17 00:00:00","2024-03-17 01:29:00",Tablet,Firefox,19,89
1238,8fa2cec9_char5166202208,"2024-01-01 00:00:00","2024-01-01 01:06:00",Desktop,Edge,20,66
1239,dbd1d5f6_amit7632202307,"2023-10-05 00:00:00","2023-10-05 00:20:00",Mobile,Chrome,15,20
1240,dbd1d5f6_amit7632202307,"2023-01-12 00:00:00","2023-01-12 01:26:00",Tablet,Chrome,18,86
1241,dbd1d5f6_amit7632202307,"2024-02-06 00:00:00","2024-02-06 00:34:00",Tablet,Firefox,18,34
1242,dbd1d5f6_amit7632202307,"2023-03-07 00:00:00","2023-03-07 01:59:00",Desktop,Edge,15,119
1243,dbd1d5f6_amit7632202307,"2024-03-08 00:00:00","2024-03-08 01:14:00",Tablet,Edge,20,74
1244,dbd1d5f6_amit7632202307,"2023-01-15 00:00:00","2023-01-15 01:25:00",Mobile,Safari,16,85
1245,dbd1d5f6_amit7632202307,"2024-01-15 00:00:00","2024-01-15 00:48:00",Mobile,Chrome,6,48
1246,16db91ae_raj.8033202306,"2024-02-26 00:00:00","2024-02-26 00:42:00",Desktop,Firefox,3,42
1247,16db91ae_raj.8033202306,"2023-06-30 00:00:00","2023-06-30 00:12:00",Mobile,Safari,12,12
1248,16db91ae_raj.8033202306,"2023-12-18 00:00:00","2023-12-18 00:45:00",Tablet,Safari,6,45
1249,16db91ae_raj.8033202306,"2023-10-18 00:00:00","2023-10-18 00:19:00",Desktop,Firefox,15,19
1250,16db91ae_raj.8033202306,"2023-04-09 00:00:00","2023-04-09 00:26:00",Mobile,Edge,16,26
1251,16db91ae_raj.8033202306,"2024-01-25 00:00:00","2024-01-25 00:25:00",Desktop,Safari,3,25
1252,16db91ae_raj.8033202306,"2023-04-30 00:00:00","2023-04-30 01:19:00",Mobile,Chrome,13,79
1253,16db91ae_raj.8033202306,"2023-02-09 00:00:00","2023-02-09 01:16:00",Mobile,Chrome,5,76
1254,a5e2f12c_rahu6246202209,"2023-02-27 00:00:00","2023-02-27 00:33:00",Desktop,Chrome,4,33
1255,db07f461_oliv5669202311,"2024-04-20 00:00:00","2024-04-20 01:02:00",Desktop,Firefox,3,62
1256,db07f461_oliv5669202311,"2023-11-25 00:00:00","2023-11-25 01:27:00",Tablet,Chrome,18,87
1257,db07f461_oliv5669202311,"2023-10-11 00:00:00","2023-10-11 01:06:00",Tablet,Chrome,17,66
1258,db07f461_oliv5669202311,"2023-02-24 00:00:00","2023-02-24 00:22:00",Tablet,Chrome,6,22
1259,db07f461_oliv5669202311,"2024-01-20 00:00:00","2024-01-20 01:34:00",Desktop,Chrome,16,94
1260,dbe32d47_sota6651202308,"2024-01-09 00:00:00","2024-01-09 01:49:00",Desktop,Edge,16,109
1261,dbe32d47_sota6651202308,"2023-02-28 00:00:00","2023-02-28 01:54:00",Mobile,Safari,14,114
1262,dbe32d47_sota6651202308,"2024-01-22 00:00:00","2024-01-22 01:19:00",Mobile,Chrome,14,79
1263,dbe32d47_sota6651202308,"2023-04-13 00:00:00","2023-04-13 00:48:00",Tablet,Chrome,12,48
1264,dbe32d47_sota6651202308,"2023-06-15 00:00:00","2023-06-15 00:47:00",Tablet,Safari,5,47
1265,dbe32d47_sota6651202308,"2023-10-01 00:00:00","2023-10-01 00:06:00",Desktop,Safari,8,6
1266,dbe32d47_sota6651202308,"2023-06-13 00:00:00","2023-06-13 01:14:00",Desktop,Firefox,7,74
1267,dbe32d47_sota6651202308,"2024-03-18 00:00:00","2024-03-18 00:52:00",Tablet,Firefox,14,52
1268,d07bbc07_amel6981202312,"2023-07-20 00:00:00","2023-07-20 00:11:00",Tablet,Chrome,6,11
1269,d07bbc07_amel6981202312,"2023-03-28 00:00:00","2023-03-28 00:31:00",Desktop,Chrome,1,31
1270,4a10c737_jaha1654202308,"2023-01-02 00:00:00","2023-01-02 00:37:00",Desktop,Firefox,18,37
1271,4a10c737_jaha1654202308,"2023-09-17 00:00:00","2023-09-17 01:12:00",Tablet,Firefox,19,72
1272,4a10c737_jaha1654202308,"2023-05-24 00:00:00","2023-05-24 01:14:00",Tablet,Chrome,6,74
1273,4a10c737_jaha1654202308,"2023-12-03 00:00:00","2023-12-03 00:29:00",Tablet,Chrome,7,29
1274,4a10c737_jaha1654202308,"2023-04-04 00:00:00","2023-04-04 01:11:00",Mobile,Edge,11,71
1275,4a10c737_jaha1654202308,"2023-11-25 00:00:00","2023-11-25 00:33:00",Desktop,Edge,5,33
1276,4a10c737_jaha1654202308,"2023-11-14 00:00:00","2023-11-14 01:39:00",Mobile,Safari,10,99
1277,4a10c737_jaha1654202308,"2023-04-25 00:00:00","2023-04-25 01:28:00",Mobile,Firefox,5,88
1278,4a10c737_jaha1654202308,"2024-02-24 00:00:00","2024-02-24 01:20:00",Mobile,Firefox,17,80
1279,4a10c737_jaha1654202308,"2024-01-17 00:00:00","2024-01-17 00:23:00",Desktop,Chrome,15,23
1280,c7d848d8_deep5440202207,"2023-07-29 00:00:00","2023-07-29 00:25:00",Mobile,Safari,10,25
1281,c7d848d8_deep5440202207,"2023-09-14 00:00:00","2023-09-14 01:37:00",Mobile,Edge,7,97
1282,c7d848d8_deep5440202207,"2023-07-29 00:00:00","2023-07-29 01:20:00",Tablet,Safari,15,80
1283,f34e28bb_anja2286202306,"2023-10-24 00:00:00","2023-10-24 01:02:00",Tablet,Safari,14,62
1284,cc2323dc_sota1264202306,"2023-10-05 00:00:00","2023-10-05 00:33:00",Tablet,Chrome,14,33
1285,cc2323dc_sota1264202306,"2023-07-29 00:00:00","2023-07-29 00:22:00",Desktop,Edge,11,22
1286,cc2323dc_sota1264202306,"2023-10-17 00:00:00","2023-10-17 00:33:00",Tablet,Chrome,19,33
1287,cc2323dc_sota1264202306,"2023-07-13 00:00:00","2023-07-13 00:11:00",Desktop,Chrome,20,11
1288,cc2323dc_sota1264202306,"2023-01-06 00:00:00","2023-01-06 00:23:00",Tablet,Edge,11,23
1289,cc2323dc_sota1264202306,"2024-03-26 00:00:00","2024-03-26 00:51:00",Desktop,Firefox,7,51
1290,cc2323dc_sota1264202306,"2024-04-24 00:00:00","2024-04-24 01:22:00",Tablet,Firefox,13,82
1291,cc2323dc_sota1264202306,"2023-03-06 00:00:00","2023-03-06 01:26:00",Mobile,Chrome,2,86
1292,bf68a3b8_kama0287202208,"2023-10-02 00:00:00","2023-10-02 01:41:00",Tablet,Chrome,3,101
1293,bf68a3b8_kama0287202208,"2023-09-20 00:00:00","2023-09-20 00:31:00",Desktop,Edge,19,31
1294,bf68a3b8_kama0287202208,"2023-06-21 00:00:00","2023-06-21 00:06:00",Tablet,Firefox,17,6
1295,bf68a3b8_kama0287202208,"2023-09-18 00:00:00","2023-09-18 00:16:00",Desktop,Firefox,3,16
1296,bf68a3b8_kama0287202208,"2023-03-17 00:00:00","2023-03-17 00:42:00",Mobile,Edge,2,42
1297,81a4ad88_ales7332202205,"2024-02-12 00:00:00","2024-02-12 00:23:00",Mobile,Safari,1,23
1298,81a4ad88_ales7332202205,"2023-03-03 00:00:00","2023-03-03 00:39:00",Desktop,Chrome,18,39
1299,81a4ad88_ales7332202205,"2023-06-26 00:00:00","2023-06-26 00:45:00",Desktop,Firefox,17,45
1300,81a4ad88_ales7332202205,"2023-05-19 00:00:00","2023-05-19 00:05:00",Tablet,Safari,7,5
1301,81a4ad88_ales7332202205,"2023-01-06 00:00:00","2023-01-06 01:26:00",Tablet,Firefox,1,86
1302,81a4ad88_ales7332202205,"2024-01-29 00:00:00","2024-01-29 01:18:00",Desktop,Firefox,13,78
1303,81a4ad88_ales7332202205,"2023-08-21 00:00:00","2023-08-21 00:07:00",Tablet,Firefox,14,7
1304,de88a3ad_yan.0267202205,"2023-06-03 00:00:00","2023-06-03 01:17:00",Desktop,Chrome,16,77
1305,de88a3ad_yan.0267202205,"2024-01-19 00:00:00","2024-01-19 00:11:00",Mobile,Edge,8,11
1306,de88a3ad_yan.0267202205,"2023-08-09 00:00:00","2023-08-09 00:57:00",Desktop,Edge,15,57
1307,de88a3ad_yan.0267202205,"2023-05-03 00:00:00","2023-05-03 00:37:00",Tablet,Safari,16,37
1308,de88a3ad_yan.0267202205,"2023-02-23 00:00:00","2023-02-23 01:31:00",Desktop,Edge,17,91
1309,de88a3ad_yan.0267202205,"2023-01-27 00:00:00","2023-01-27 01:45:00",Desktop,Firefox,4,105
1310,de88a3ad_yan.0267202205,"2023-08-28 00:00:00","2023-08-28 01:04:00",Desktop,Chrome,18,64
1311,de88a3ad_yan.0267202205,"2024-04-03 00:00:00","2024-04-03 01:42:00",Mobile,Chrome,8,102
1312,1b1f01cf_chia8297202301,"2024-03-02 00:00:00","2024-03-02 00:12:00",Tablet,Chrome,17,12
1313,66d88aab_jun.5898202307,"2024-01-22 00:00:00","2024-01-22 01:28:00",Desktop,Chrome,7,88
1314,7625b5c0_hans2765202207,"2023-08-28 00:00:00","2023-08-28 00:07:00",Mobile,Firefox,20,7
1315,7625b5c0_hans2765202207,"2023-10-09 00:00:00","2023-10-09 00:13:00",Desktop,Edge,16,13
1316,7625b5c0_hans2765202207,"2023-04-20 00:00:00","2023-04-20 00:20:00",Tablet,Edge,17,20
1317,7625b5c0_hans2765202207,"2023-08-03 00:00:00","2023-08-03 00:54:00",Desktop,Chrome,2,54
1318,7625b5c0_hans2765202207,"2024-03-29 00:00:00","2024-03-29 00:45:00",Mobile,Firefox,4,45
1319,7625b5c0_hans2765202207,"2023-04-14 00:00:00","2023-04-14 01:29:00",Mobile,Safari,13,89
1320,f35be4bb_ava.9379202310,"2023-05-01 00:00:00","2023-05-01 01:09:00",Desktop,Chrome,12,69
1321,f35be4bb_ava.9379202310,"2024-04-22 00:00:00","2024-04-22 00:52:00",Mobile,Safari,1,52
1322,c77fb994_jame0463202211,"2024-01-20 00:00:00","2024-01-20 01:03:00",Desktop,Chrome,17,63
1323,c77fb994_jame0463202211,"2023-02-01 00:00:00","2023-02-01 01:45:00",Mobile,Firefox,6,105
1324,c77fb994_jame0463202211,"2023-07-15 00:00:00","2023-07-15 01:13:00",Tablet,Chrome,9,73
1325,c77fb994_jame0463202211,"2024-04-30 00:00:00","2024-04-30 01:38:00",Tablet,Chrome,4,98
1326,c77fb994_jame0463202211,"2023-07-10 00:00:00","2023-07-10 01:58:00",Desktop,Chrome,12,118
1327,c77fb994_jame0463202211,"2023-05-30 00:00:00","2023-05-30 01:08:00",Mobile,Safari,10,68
1328,c77fb994_jame0463202211,"2023-12-10 00:00:00","2023-12-10 01:08:00",Mobile,Firefox,2,68
1329,8c2cc1f3_nusr2870202205,"2024-01-21 00:00:00","2024-01-21 01:49:00",Desktop,Safari,15,109
1330,8c2cc1f3_nusr2870202205,"2023-02-07 00:00:00","2023-02-07 01:23:00",Mobile,Safari,1,83
1331,8c2cc1f3_nusr2870202205,"2023-03-24 00:00:00","2023-03-24 00:55:00",Desktop,Edge,7,55
1332,8c2cc1f3_nusr2870202205,"2023-07-21 00:00:00","2023-07-21 01:17:00",Desktop,Edge,6,77
1333,8c2cc1f3_nusr2870202205,"2024-01-17 00:00:00","2024-01-17 00:37:00",Desktop,Chrome,4,37
1334,8c2cc1f3_nusr2870202205,"2023-11-07 00:00:00","2023-11-07 00:13:00",Desktop,Edge,13,13
1335,8c2cc1f3_nusr2870202205,"2023-04-24 00:00:00","2023-04-24 01:14:00",Tablet,Chrome,8,74
1336,8c2cc1f3_nusr2870202205,"2023-03-14 00:00:00","2023-03-14 00:57:00",Tablet,Edge,5,57
1337,8c2cc1f3_nusr2870202205,"2023-04-06 00:00:00","2023-04-06 01:59:00",Desktop,Safari,7,119
1338,f22780bf_anna2337202201,"2023-03-30 00:00:00","2023-03-30 00:53:00",Tablet,Chrome,14,53
1339,f22780bf_anna2337202201,"2023-04-19 00:00:00","2023-04-19 00:02:00",Tablet,Firefox,5,2
1340,f22780bf_anna2337202201,"2023-08-02 00:00:00","2023-08-02 00:05:00",Tablet,Edge,16,5
1341,f22780bf_anna2337202201,"2024-02-23 00:00:00","2024-02-23 01:40:00",Desktop,Safari,7,100
1342,f22780bf_anna2337202201,"2023-05-22 00:00:00","2023-05-22 00:47:00",Mobile,Firefox,7,47
1343,f22780bf_anna2337202201,"2023-03-23 00:00:00","2023-03-23 00:51:00",Desktop,Firefox,9,51
1344,cac455dd_will7129202306,"2023-07-18 00:00:00","2023-07-18 01:16:00",Mobile,Firefox,13,76
1345,cac455dd_will7129202306,"2023-10-25 00:00:00","2023-10-25 00:34:00",Tablet,Safari,2,34
1346,cac455dd_will7129202306,"2023-02-04 00:00:00","2023-02-04 00:37:00",Tablet,Firefox,20,37
1347,e729d615_hiro1606202205,"2023-02-19 00:00:00","2023-02-19 01:52:00",Desktop,Edge,10,112
1348,e729d615_hiro1606202205,"2023-05-15 00:00:00","2023-05-15 00:40:00",Mobile,Safari,17,40
1349,e729d615_hiro1606202205,"2023-11-04 00:00:00","2023-11-04 01:04:00",Desktop,Edge,15,64
1350,e729d615_hiro1606202205,"2023-06-13 00:00:00","2023-06-13 00:28:00",Tablet,Firefox,6,28
1351,e729d615_hiro1606202205,"2023-08-29 00:00:00","2023-08-29 00:40:00",Mobile,Safari,11,40
1352,e729d615_hiro1606202205,"2023-10-26 00:00:00","2023-10-26 01:21:00",Desktop,Chrome,1,81
1353,cffc59a9_haru7887202208,"2023-11-05 00:00:00","2023-11-05 01:04:00",Mobile,Firefox,18,64
1354,cffc59a9_haru7887202208,"2024-03-22 00:00:00","2024-03-22 01:36:00",Mobile,Chrome,11,96
1355,cffc59a9_haru7887202208,"2023-05-15 00:00:00","2023-05-15 00:12:00",Desktop,Edge,13,12
1356,cffc59a9_haru7887202208,"2023-09-21 00:00:00","2023-09-21 00:18:00",Mobile,Chrome,9,18
1357,cffc59a9_haru7887202208,"2023-12-21 00:00:00","2023-12-21 00:49:00",Desktop,Edge,5,49
1358,cffc59a9_haru7887202208,"2023-01-09 00:00:00","2023-01-09 00:42:00",Desktop,Firefox,11,42
1359,cffc59a9_haru7887202208,"2024-01-22 00:00:00","2024-01-22 00:38:00",Desktop,Safari,10,38
1360,1735b12d_robe4209202312,"2023-05-29 00:00:00","2023-05-29 00:52:00",Mobile,Edge,16,52
1361,1735b12d_robe4209202312,"2023-07-05 00:00:00","2023-07-05 00:33:00",Desktop,Safari,6,33
1362,47b0f76c_yan.9127202312,"2023-05-14 00:00:00","2023-05-14 00:26:00",Desktop,Edge,10,26
1363,47b0f76c_yan.9127202312,"2023-04-03 00:00:00","2023-04-03 01:36:00",Desktop,Chrome,15,96
1364,47b0f76c_yan.9127202312,"2023-05-02 00:00:00","2023-05-02 00:19:00",Mobile,Chrome,18,19
1365,86ac87b9_soph6023202312,"2023-12-07 00:00:00","2023-12-07 01:54:00",Mobile,Firefox,15,114
1366,86ac87b9_soph6023202312,"2023-10-10 00:00:00","2023-10-10 01:39:00",Desktop,Edge,1,99
1367,86ac87b9_soph6023202312,"2023-12-26 00:00:00","2023-12-26 01:43:00",Tablet,Firefox,10,103
1368,86ac87b9_soph6023202312,"2023-09-14 00:00:00","2023-09-14 00:05:00",Tablet,Firefox,19,5
1369,86ac87b9_soph6023202312,"2023-09-08 00:00:00","2023-09-08 00:48:00",Desktop,Safari,16,48
1370,86ac87b9_soph6023202312,"2024-04-10 00:00:00","2024-04-10 01:28:00",Mobile,Chrome,18,88
1371,86ac87b9_soph6023202312,"2023-10-04 00:00:00","2023-10-04 01:07:00",Mobile,Safari,2,67
1372,86ac87b9_soph6023202312,"2023-08-24 00:00:00","2023-08-24 01:09:00",Mobile,Safari,9,69
1373,0267a1e2_ales7718202203,"2023-06-12 00:00:00","2023-06-12 00:17:00",Tablet,Safari,10,17
1374,0267a1e2_ales7718202203,"2024-01-12 00:00:00","2024-01-12 00:13:00",Tablet,Edge,6,13
1375,0267a1e2_ales7718202203,"2023-11-19 00:00:00","2023-11-19 00:01:00",Tablet,Firefox,10,1
1376,0267a1e2_ales7718202203,"2023-01-08 00:00:00","2023-01-08 00:51:00",Tablet,Edge,15,51
1377,0267a1e2_ales7718202203,"2024-04-15 00:00:00","2024-04-15 01:14:00",Mobile,Chrome,12,74
1378,0267a1e2_ales7718202203,"2023-06-28 00:00:00","2023-06-28 01:20:00",Mobile,Safari,4,80
1379,964e9663_robe0485202301,"2023-03-16 00:00:00","2023-03-16 00:34:00",Mobile,Safari,3,34
1380,964e9663_robe0485202301,"2023-10-29 00:00:00","2023-10-29 00:15:00",Desktop,Chrome,2,15
1381,df0cedd3_john7827202308,"2024-03-31 00:00:00","2024-03-31 00:35:00",Desktop,Chrome,14,35
1382,df0cedd3_john7827202308,"2024-02-10 00:00:00","2024-02-10 00:32:00",Mobile,Chrome,9,32
1383,df0cedd3_john7827202308,"2024-02-03 00:00:00","2024-02-03 01:54:00",Tablet,Edge,10,114
1384,df0cedd3_john7827202308,"2023-09-04 00:00:00","2023-09-04 00:47:00",Mobile,Safari,17,47
1385,df0cedd3_john7827202308,"2024-03-18 00:00:00","2024-03-18 00:44:00",Tablet,Chrome,2,44
1386,df0cedd3_john7827202308,"2024-02-16 00:00:00","2024-02-16 01:57:00",Desktop,Edge,4,117
1387,98be45a2_luca8659202310,"2023-11-04 00:00:00","2023-11-04 01:44:00",Tablet,Chrome,9,104
1388,98be45a2_luca8659202310,"2023-09-25 00:00:00","2023-09-25 01:10:00",Tablet,Edge,1,70
1389,98be45a2_luca8659202310,"2023-08-30 00:00:00","2023-08-30 00:36:00",Tablet,Firefox,2,36
1390,98be45a2_luca8659202310,"2023-07-28 00:00:00","2023-07-28 01:19:00",Mobile,Chrome,15,79
1391,98be45a2_luca8659202310,"2023-07-30 00:00:00","2023-07-30 00:09:00",Mobile,Firefox,3,9
1392,98be45a2_luca8659202310,"2024-04-21 00:00:00","2024-04-21 00:59:00",Mobile,Firefox,14,59
1393,98be45a2_luca8659202310,"2023-11-05 00:00:00","2023-11-05 00:12:00",Mobile,Chrome,17,12
1394,cd4f520e_mia.9416202309,"2023-11-30 00:00:00","2023-11-30 00:17:00",Desktop,Edge,17,17
1395,cd4f520e_mia.9416202309,"2024-04-05 00:00:00","2024-04-05 01:13:00",Mobile,Edge,12,73
1396,cd4f520e_mia.9416202309,"2023-01-26 00:00:00","2023-01-26 00:09:00",Desktop,Firefox,1,9
1397,cd4f520e_mia.9416202309,"2024-01-29 00:00:00","2024-01-29 00:18:00",Desktop,Firefox,17,18
1398,cd4f520e_mia.9416202309,"2023-08-12 00:00:00","2023-08-12 01:43:00",Desktop,Safari,7,103
1399,cd4f520e_mia.9416202309,"2023-07-08 00:00:00","2023-07-08 01:37:00",Mobile,Firefox,15,97
1400,cd4f520e_mia.9416202309,"2023-11-07 00:00:00","2023-11-07 00:40:00",Tablet,Edge,6,40
1401,cd4f520e_mia.9416202309,"2024-02-18 00:00:00","2024-02-18 01:40:00",Mobile,Firefox,13,100
1402,cd4f520e_mia.9416202309,"2023-06-19 00:00:00","2023-06-19 01:50:00",Desktop,Edge,9,110
1403,cca9e8be_hiro4030202303,"2023-08-05 00:00:00","2023-08-05 01:23:00",Desktop,Firefox,11,83
1404,cca9e8be_hiro4030202303,"2023-09-17 00:00:00","2023-09-17 00:23:00",Mobile,Safari,7,23
1405,cca9e8be_hiro4030202303,"2023-11-06 00:00:00","2023-11-06 00:45:00",Desktop,Safari,18,45
1406,cca9e8be_hiro4030202303,"2023-09-28 00:00:00","2023-09-28 00:37:00",Desktop,Edge,7,37
1407,cca9e8be_hiro4030202303,"2023-11-20 00:00:00","2023-11-20 00:10:00",Mobile,Chrome,12,10
1408,cca9e8be_hiro4030202303,"2023-11-15 00:00:00","2023-11-15 01:42:00",Tablet,Edge,14,102
1409,cca9e8be_hiro4030202303,"2023-11-10 00:00:00","2023-11-10 01:47:00",Tablet,Firefox,1,107
1410,45ef161e_noah3610202301,"2023-01-26 00:00:00","2023-01-26 01:08:00",Tablet,Safari,2,68
1411,45ef161e_noah3610202301,"2023-12-22 00:00:00","2023-12-22 01:01:00",Mobile,Edge,15,61
1412,45ef161e_noah3610202301,"2023-07-07 00:00:00","2023-07-07 01:36:00",Mobile,Firefox,6,96
1413,45ef161e_noah3610202301,"2023-02-08 00:00:00","2023-02-08 01:19:00",Desktop,Safari,4,79
1414,45ef161e_noah3610202301,"2023-01-20 00:00:00","2023-01-20 00:16:00",Desktop,Safari,14,16
1415,45ef161e_noah3610202301,"2024-03-15 00:00:00","2024-03-15 01:21:00",Mobile,Edge,4,81
1416,45ef161e_noah3610202301,"2023-08-13 00:00:00","2023-08-13 01:39:00",Tablet,Firefox,6,99
1417,dde3a282_neha2207202206,"2023-01-21 00:00:00","2023-01-21 01:03:00",Desktop,Edge,8,63
1418,dde3a282_neha2207202206,"2024-02-02 00:00:00","2024-02-02 01:48:00",Mobile,Safari,18,108
1419,dde3a282_neha2207202206,"2024-01-31 00:00:00","2024-01-31 00:11:00",Desktop,Chrome,20,11
1420,dde3a282_neha2207202206,"2024-04-29 00:00:00","2024-04-29 00:33:00",Desktop,Edge,9,33
1421,dde3a282_neha2207202206,"2023-06-29 00:00:00","2023-06-29 01:40:00",Desktop,Safari,13,100
1422,dde3a282_neha2207202206,"2024-02-17 00:00:00","2024-02-17 01:07:00",Mobile,Safari,17,67
1423,dde3a282_neha2207202206,"2024-01-15 00:00:00","2024-01-15 00:35:00",Tablet,Chrome,10,35
1424,dde3a282_neha2207202206,"2023-04-13 00:00:00","2023-04-13 00:56:00",Mobile,Chrome,12,56
1425,f80977d1_amel7520202306,"2023-01-23 00:00:00","2023-01-23 00:48:00",Mobile,Chrome,19,48
1426,f80977d1_amel7520202306,"2023-02-02 00:00:00","2023-02-02 01:08:00",Tablet,Chrome,19,68
1427,f80977d1_amel7520202306,"2023-10-10 00:00:00","2023-10-10 01:34:00",Tablet,Edge,20,94
1428,fa867fbe_fran7276202207,"2023-08-01 00:00:00","2023-08-01 01:41:00",Tablet,Edge,16,101
1429,fa867fbe_fran7276202207,"2023-04-08 00:00:00","2023-04-08 01:30:00",Tablet,Safari,14,90
1430,fa867fbe_fran7276202207,"2023-04-06 00:00:00","2023-04-06 00:58:00",Mobile,Safari,14,58
1431,fa867fbe_fran7276202207,"2023-09-24 00:00:00","2023-09-24 01:19:00",Tablet,Chrome,19,79
1432,fa867fbe_fran7276202207,"2023-02-13 00:00:00","2023-02-13 00:59:00",Desktop,Chrome,7,59
1433,fa867fbe_fran7276202207,"2023-01-23 00:00:00","2023-01-23 00:25:00",Desktop,Edge,12,25
1434,fa867fbe_fran7276202207,"2023-10-04 00:00:00","2023-10-04 00:41:00",Tablet,Safari,7,41
1435,fa867fbe_fran7276202207,"2023-12-31 00:00:00","2023-12-31 01:25:00",Tablet,Safari,13,85
1436,fa867fbe_fran7276202207,"2023-05-01 00:00:00","2023-05-01 00:46:00",Mobile,Chrome,16,46
1437,b8e931ce_soni4299202202,"2023-12-02 00:00:00","2023-12-02 01:20:00",Desktop,Chrome,8,80
1438,b8e931ce_soni4299202202,"2023-11-17 00:00:00","2023-11-17 01:40:00",Tablet,Chrome,11,100
1439,b8e931ce_soni4299202202,"2023-08-13 00:00:00","2023-08-13 01:35:00",Mobile,Edge,14,95
1440,b8e931ce_soni4299202202,"2023-07-15 00:00:00","2023-07-15 01:25:00",Desktop,Safari,19,85
1441,b8e931ce_soni4299202202,"2024-04-05 00:00:00","2024-04-05 00:47:00",Tablet,Edge,1,47
1442,b8e931ce_soni4299202202,"2023-03-10 00:00:00","2023-03-10 01:29:00",Desktop,Safari,6,89
1443,492ebc1f_ayes7605202304,"2023-11-21 00:00:00","2023-11-21 01:33:00",Mobile,Firefox,2,93
1444,41cc503c_ayes9526202310,"2023-09-18 00:00:00","2023-09-18 00:06:00",Mobile,Firefox,18,6
1445,41cc503c_ayes9526202310,"2023-05-12 00:00:00","2023-05-12 01:15:00",Tablet,Firefox,20,75
